year,month,day,hour,minute,temp_mean,humidity_mean,pressure,precipitation_hr,precipitation_lr,snowfall_hr,snowfall_lr,total_cloudcover_mean,high_cloudcover_mean,medium_cloudcover_mean,low_cloudcover_mean,sunshine_duration,shortwave_radiation,windspeed_mean,winddirection_mean,windspeed_mean_80m,winddirection_mean_80m,windspeed_mean_900m,winddirection_mean_900m,windgust_mean,temp_max,temp_min,humidity_max,humidity_min,pressure_max,pressure_min,total_cloudcover_max,total_cloudcover_min,high_cloudcover_max,high_cloudcover_min,medium_cloudcover_max,medium_cloudcover_min,low_cloudcover_max,low_cloudcover_min,wind_speed_max_10m,wind_speed_min_10m,wind_speed_max_80m,wind_speed_min_80m,wind_speed_max_900m,wind_speed_min_900m,wind_gust_max,wind_gust_min,dew_point_max,dew_point_min
2012,1,1,0,0,11.15,79.96,1018.33,0.0,0.9,0.0,0.0,78.12,50.75,54.71,46.58,40.85,1431.12,14.67,219.1,22.46,231.05,53.84,263.57,31.9,14.46,8.13,89,68,1020.2,1015.1,100.0,5.0,100,0,100,0,100,0,21.07,7.9,29.38,12.14,62.07,46.8,49.32,8.64,12.667908580622559,2.580996106978289
2012,1,2,0,0,8.75,76.08,1016.12,4.2,6.7,0.0,0.0,94.08,57.21,82.46,70.62,10.32,632.79,17.93,233.19,25.13,245.04,65.72,265.33,34.8,11.72,4.41,87,66,1024.1,1011.5,100.0,35.0,100,0,100,0,100,0,35.5,5.09,46.14,7.97,89.52,34.65,67.32,5.76,9.627383477713364,-1.3809779711408838
2012,1,3,0,0,6.34,73.71,1023.14,1.2,2.3,0.0,0.0,41.27,20.0,23.46,28.62,439.58,1841.41,20.01,219.26,27.05,223.86,60.11,257.34,42.91,10.3,0.84,91,49,1027.9,1017.6,100.0,0.9,85,0,100,0,100,0,35.95,7.86,47.13,7.09,100.17,24.97,77.76,7.92,8.89508417806376,-8.65380333446897
2012,1,4,0,0,6.72,74.62,1023.07,5.4,3.5,0.0,0.0,68.43,23.96,51.79,51.5,395.36,1642.05,28.2,257.35,36.92,257.83,67.29,272.66,53.82,9.62,4.54,86,63,1027.7,1015.9,100.0,0.0,100,0,100,0,100,0,36.25,19.2,47.23,28.67,88.68,49.55,73.8,39.24,7.3930481731496185,-1.8889298728179171
2012,1,5,0,0,6.62,75.04,1007.3,6.2,12.4,0.0,0.0,92.12,44.12,73.12,73.42,39.57,1350.13,42.45,261.06,54.29,261.74,96.73,272.13,79.05,9.32,4.42,83,66,1021.7,998.2,100.0,40.0,100,0,100,0,100,0,53.74,28.95,67.23,38.91,114.51,70.63,92.88,57.96,6.581218847280401,-1.3714506352458458
2012,1,6,0,0,3.54,78.58,1019.69,0.6,6.6,0.0,1.33,87.75,0.96,8.79,87.25,0.0,1537.03,25.41,288.42,32.55,289.98,52.6,322.03,43.93,5.79,1.29,87,68,1028.3,1007.9,100.0,3.0,6,0,100,0,100,3,32.42,18.73,42.36,24.14,74.84,21.17,59.76,33.12,3.795307302391624,-3.957803617031228
2012,1,7,0,0,4.21,80.33,1024.6,3.2,4.9,0.0,2.66,55.46,1.04,8.42,55.46,0.0,588.29,23.15,254.24,31.65,256.17,57.7,282.61,47.25,6.7,0.12,89,59,1028.6,1021.7,100.0,0.0,16,0,100,0,100,0,33.38,10.63,41.34,18.72,77.43,33.62,59.76,21.96,5.0161431535955945,-6.933524256265493
2012,1,8,0,0,5.27,84.79,1024.53,2.2,4.0,0.0,0.0,80.68,5.79,27.54,80.54,45.02,1156.11,24.17,276.87,31.75,277.93,49.22,305.42,42.48,6.51,4.1,90,75,1027.7,1022.5,100.0,0.3,97,0,100,0,100,0,29.18,18.45,36.81,23.98,58.79,33.71,51.12,28.44,4.98894590176687,0.07114553604569601
2012,1,9,0,0,4.94,83.75,1031.46,0.7,2.3,0.0,0.0,96.62,0.75,5.21,96.62,0.0,1616.24,14.43,263.11,19.1,263.64,24.78,305.13,24.01,6.67,2.99,92,74,1033.1,1028.6,100.0,21.0,12,0,62,0,100,21,18.13,10.82,24.7,12.73,42.24,9.0,35.28,15.48,5.463105867587849,-1.1852993863615542
2012,1,10,0,0,6.31,85.75,1034.77,1.2,3.0,0.0,0.0,60.0,0.0,0.0,60.0,118.2,1132.08,7.4,197.32,11.79,204.0,16.9,210.23,10.88,8.54,3.41,93,78,1036.2,1032.1,100.0,0.0,0,0,0,0,100,0,18.33,0.8,26.08,1.44,39.61,8.12,35.64,1.08,7.47280079201521,-0.057775886168116436
2012,1,11,0,0,3.4,91.21,1035.98,0.0,0.0,0.0,0.0,53.34,5.62,0.08,52.42,166.03,1740.84,4.22,198.17,5.69,204.48,6.62,191.08,5.11,6.53,0.9,96,85,1036.9,1034.1,100.0,1.8,21,0,2,0,100,0,6.44,1.14,10.14,0.0,14.11,0.0,9.0,0.72,5.93831283708489,-1.3326223266955466
2012,1,12,0,0,2.66,74.5,1031.19,0.1,0.0,0.0,0.0,29.73,3.17,1.17,29.17,529.43,1995.38,6.99,190.37,10.75,192.76,27.41,261.39,13.51,7.38,-0.01,96,62,1035.6,1028.5,100.0,0.0,19,0,20,0,100,0,15.46,1.14,23.44,2.9,49.26,4.55,41.4,0.36,6.784192165481178,-6.411456359796995
2012,1,13,0,0,3.19,84.08,1029.43,1.8,2.4,0.63,1.68,59.21,1.92,7.12,58.33,215.11,1652.73,12.18,268.36,16.27,258.56,22.98,279.82,23.37,5.62,-0.06,96,72,1030.9,1028.1,100.0,0.0,11,0,69,0,100,0,17.37,2.62,25.65,2.16,45.0,8.05,43.92,5.4,5.032708569271313,-4.494577737397335
2012,1,14,0,0,0.35,84.5,1027.66,0.0,0.0,0.0,0.0,38.17,0.0,0.0,38.17,365.23,2004.28,7.94,111.63,11.34,103.39,22.59,75.32,8.63,5.23,-2.95,100,56,1031.5,1025.2,100.0,0.0,0,0,0,0,100,0,18.39,1.08,22.42,1.08,30.99,9.42,20.16,1.08,5.23,-10.483400482369948
2012,1,15,0,0,-0.54,76.79,1023.33,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.29,535.11,2059.46,10.18,104.15,16.22,101.02,43.55,91.97,22.61,4.75,-3.77,100,50,1026.2,1021.1,7.0,0.0,0,0,0,0,7,0,20.24,2.81,24.16,4.83,53.45,25.63,45.72,3.96,4.75,-12.658477419640601
2012,1,16,0,0,-1.76,78.29,1024.38,0.0,0.0,0.0,0.0,22.92,0.71,0.0,22.88,307.73,2050.56,4.39,209.58,5.54,203.85,47.01,93.24,7.17,3.45,-4.98,98,45,1027.2,1023.0,100.0,0.0,4,0,0,0,100,0,8.16,0.72,14.47,0.0,60.97,30.26,30.96,1.08,3.164160425897401,-15.057975341331195
2012,1,17,0,0,-0.5,72.71,1030.4,0.0,0.0,0.0,0.0,3.14,5.96,2.46,0.0,527.93,2176.05,5.0,102.87,9.8,113.69,14.47,103.53,3.52,4.16,-4.88,87,58,1032.1,1027.6,21.0,0.0,22,0,21,0,0,0,11.12,1.14,24.16,2.81,31.32,7.34,8.28,0.72,2.19181619904051,-11.85685308052372
2012,1,18,0,0,2.06,60.5,1032.48,0.0,0.0,0.0,0.0,28.36,23.5,25.21,9.12,504.03,2208.98,3.78,152.53,5.85,164.17,19.02,207.44,5.7,5.4,-0.89,78,50,1034.4,1030.9,100.0,0.0,100,0,100,0,100,0,6.37,0.8,13.48,1.3,52.38,3.88,22.68,0.72,1.8751637717997063,-9.994424476550813
2012,1,19,0,0,7.27,78.5,1025.62,4.3,8.6,0.0,1.4,100.0,85.04,88.58,91.38,0.0,939.84,21.75,216.85,29.38,232.75,77.65,269.08,43.22,11.06,0.25,96,62,1032.0,1019.6,100.0,100.0,100,0,100,0,100,4,40.53,2.9,51.46,5.15,97.23,58.16,73.44,1.44,10.44618752672642,-6.1652796428191055
2012,1,20,0,0,6.44,82.0,1019.12,4.4,8.7,0.0,0.0,90.71,41.0,70.96,79.88,127.02,1432.9,33.98,262.38,42.93,263.15,73.65,287.62,58.08,9.06,4.86,92,69,1021.6,1016.2,100.0,10.0,100,0,100,0,100,10,41.77,21.96,52.56,26.08,95.09,36.75,74.16,30.24,7.829442407688612,-0.3438111470349668
2012,1,21,0,0,7.61,82.29,1016.54,8.2,12.8,0.0,0.0,72.64,59.62,63.08,59.25,128.08,1296.73,28.77,252.94,37.24,253.6,73.8,278.49,55.05,10.26,2.64,94,72,1020.4,1012.7,100.0,3.9,100,5,100,0,100,0,41.89,1.44,54.15,1.8,98.24,31.96,76.32,2.16,9.336760047090198,-1.8949575827920275
2012,1,22,0,0,7.13,81.67,1017.11,1.3,1.3,0.0,0.0,78.62,28.33,14.83,75.33,70.28,1606.45,28.14,268.49,36.09,268.51,63.12,277.79,49.4,9.16,5.57,90,73,1018.7,1014.9,100.0,7.2,100,4,100,0,100,0,38.18,22.01,48.47,26.34,79.96,50.78,59.76,38.16,7.605860956894545,1.1163355792722716
2012,1,23,0,0,6.43,81.75,1018.76,1.6,2.1,0.0,0.0,89.21,4.0,27.21,84.5,18.51,1786.23,20.04,268.02,26.78,268.51,43.68,279.47,37.41,8.13,4.93,92,70,1019.6,1018.0,100.0,11.0,25,0,100,0,100,1,23.93,13.28,31.53,20.9,54.74,25.29,47.88,29.52,6.908677533971929,-0.07904768438360184
2012,1,24,0,0,4.65,80.0,1021.88,2.7,3.9,0.0,0.0,84.55,10.46,54.5,69.17,217.47,1731.05,12.36,286.55,16.69,288.61,24.61,296.27,21.54,6.14,3.55,91,64,1023.6,1019.1,100.0,0.3,100,0,100,0,100,0,23.78,3.71,31.75,7.42,53.86,6.15,46.44,8.28,4.781692457831464,-2.615371148866777
2012,1,25,0,0,4.77,80.42,1021.25,0.0,0.0,0.0,0.0,71.71,0.08,9.88,71.5,374.57,2313.11,10.42,113.89,14.1,117.58,7.64,174.06,12.6,7.24,2.48,93,70,1022.5,1019.5,100.0,1.0,1,0,72,0,100,1,15.14,4.74,21.07,5.8,15.14,2.74,22.32,4.32,6.184015232857395,-2.4294223460171382
2012,1,26,0,0,4.51,78.75,1018.84,0.1,0.0,0.0,0.0,45.9,3.58,0.0,45.83,560.41,2309.55,12.42,111.79,17.27,122.11,16.22,237.31,14.22,8.47,0.01,91,67,1020.2,1017.0,100.0,0.0,16,0,0,0,100,0,19.97,2.04,30.01,1.3,41.76,6.21,30.96,1.8,7.085683651251309,-5.377293517246192
2012,1,27,0,0,5.95,84.42,1023.08,2.5,1.5,0.0,0.0,100.0,38.04,87.71,96.12,0.0,1270.92,5.82,253.07,7.88,281.06,14.75,293.77,8.01,7.78,3.72,95,76,1025.8,1020.2,100.0,100.0,99,10,100,11,100,7,12.43,1.48,14.0,1.84,22.9,4.1,16.92,1.44,7.029386857868382,-0.11432786066840794
2012,1,28,0,0,4.41,78.62,1025.27,0.0,1.9,0.0,0.63,100.0,17.67,100.0,99.5,0.0,1346.57,7.33,98.3,9.59,115.9,15.76,86.4,11.26,6.09,2.39,90,67,1026.5,1023.6,100.0,100.0,100,0,100,100,100,88,13.39,0.72,19.38,0.36,32.91,2.19,23.76,0.72,4.574157078056805,-3.104464133223753
2012,1,29,0,0,2.27,78.58,1022.76,0.0,3.2,0.0,2.17,92.7,37.33,60.08,92.54,0.0,1464.05,11.48,67.52,12.47,59.55,23.57,74.29,17.21,5.34,-2.0,96,63,1023.9,1021.1,100.0,3.9,100,1,100,0,100,0,19.39,1.48,22.93,2.41,35.07,8.35,26.64,8.28,4.754057812968181,-8.090843314524891
2012,1,30,0,0,0.94,82.67,1024.83,0.0,0.6,0.0,0.21,94.5,38.96,65.88,87.62,52.34,1873.45,6.0,252.29,6.3,252.02,7.66,221.82,6.6,4.36,-2.21,96,63,1025.5,1023.5,100.0,45.0,100,0,100,0,100,9,11.97,1.44,13.01,1.8,10.74,0.51,14.4,1.8,3.778767975946893,-8.290134704368509
2012,1,31,0,0,1.09,79.5,1019.53,0.3,1.5,0.21,1.05,100.0,0.0,72.83,95.25,0.0,1537.03,9.75,106.28,9.73,139.82,14.08,108.89,12.2,4.09,-2.64,96,65,1023.4,1016.9,100.0,100.0,0,0,100,0,100,32,18.72,1.14,18.25,1.48,24.52,2.88,23.4,1.44,3.5100623420558215,-8.298315256536888
2012,2,1,0,0,-1.93,69.08,1020.7,0.0,0.0,0.0,0.0,59.79,0.0,8.54,55.67,360.28,2631.73,15.84,112.55,18.45,114.91,30.83,76.52,25.12,1.16,-4.34,93,48,1022.7,1019.0,100.0,0.0,0,0,35,0,100,0,26.53,5.4,30.85,2.1,54.75,1.02,41.76,7.56,0.15568127362056353,-13.68614368636982
2012,2,2,0,0,-4.02,65.46,1022.5,0.2,0.5,0.14,0.35,100.0,0.0,81.5,100.0,0.0,1317.2,27.88,63.49,30.17,64.5,43.9,73.76,38.38,-2.31,-5.95,81,56,1025.6,1019.5,100.0,100.0,0,0,100,32,100,100,35.23,20.67,39.19,20.67,56.85,31.08,46.44,25.92,-5.120097638720387,-13.295096139882164
2012,2,3,0,0,-6.54,59.17,1029.55,0.0,0.0,0.0,0.0,13.46,0.0,13.33,6.17,582.4,2795.49,18.47,38.76,21.67,44.58,37.9,71.92,27.48,-3.31,-9.56,77,49,1032.4,1026.4,100.0,0.0,0,0,100,0,100,0,29.84,10.88,34.62,11.18,52.68,28.24,38.52,16.56,-6.756241284778441,-18.259111967139603
2012,2,4,0,0,-7.65,62.12,1033.38,0.0,0.0,0.0,0.0,8.42,0.0,0.0,8.42,497.82,2869.36,14.16,103.91,17.27,95.03,38.18,78.78,22.02,-3.71,-12.52,87,39,1034.6,1031.7,49.0,0.0,0,0,0,0,49,0,27.38,5.0,29.16,4.2,53.36,30.16,32.76,7.2,-5.552668304708882,-23.57892596625969
2012,2,5,0,0,-6.95,62.58,1030.87,0.0,0.0,0.0,0.0,0.35,0.75,0.33,0.0,583.63,2913.86,15.05,86.1,20.17,87.88,36.23,92.61,28.12,-2.43,-10.91,81,46,1033.4,1028.4,4.0,0.0,8,0,4,0,0,0,21.75,4.8,28.44,7.34,47.11,26.21,39.6,18.72,-5.237250321697848,-20.23861040154503
2012,2,6,0,0,-7.03,67.0,1032.3,0.0,0.0,0.0,0.0,42.08,0.0,0.46,41.62,221.88,2791.04,9.48,109.29,11.31,111.87,21.49,75.48,14.44,-3.31,-11.51,92,48,1033.7,1030.8,100.0,0.0,0,0,6,0,100,0,17.34,0.51,20.91,1.14,30.81,12.1,24.12,1.08,-4.420552673395899,-20.301463392149845
2012,2,7,0,0,-7.02,64.88,1030.85,0.0,0.0,0.0,0.0,60.58,20.5,18.38,60.42,11.32,2411.9,18.01,76.11,21.35,65.2,36.01,73.97,26.19,-4.39,-11.65,80,55,1032.5,1029.3,100.0,0.0,100,0,100,0,100,0,25.58,7.93,28.96,9.01,53.05,26.21,38.16,10.44,-7.31167228434895,-18.854089047329236
2012,2,8,0,0,-4.91,73.12,1031.7,0.0,0.0,0.0,0.0,19.53,2.25,10.5,9.17,567.71,2973.49,9.45,170.6,11.86,137.98,35.67,84.7,18.5,-0.8,-8.49,98,60,1034.9,1029.3,100.0,0.0,19,0,100,0,62,0,21.41,2.52,28.24,0.0,55.34,24.14,39.6,1.08,-1.0758589110497545,-14.845944709636305
2012,2,9,0,0,-4.88,78.42,1033.47,0.0,0.0,0.0,0.0,48.04,16.62,20.29,28.21,311.4,2992.18,10.09,270.5,12.49,238.81,28.05,86.46,13.39,-0.5,-9.6,100,56,1035.7,1030.7,100.0,0.0,100,0,100,0,100,0,21.42,0.8,28.12,1.44,50.77,9.09,32.76,2.16,-0.4999999999999999,-16.71910521702926
2012,2,10,0,0,-5.16,69.29,1032.79,0.0,0.0,0.0,0.0,37.04,0.0,0.0,37.04,318.24,2304.21,15.58,114.78,19.33,97.89,37.17,76.36,23.52,-2.13,-8.87,96,47,1034.7,1031.2,100.0,0.0,0,0,0,0,100,0,32.11,1.8,35.07,3.42,51.08,20.01,38.16,2.16,-2.680517844937205,-18.11136444065779
2012,2,11,0,0,-5.22,63.21,1029.07,0.0,0.0,0.0,0.0,18.04,0.0,0.0,18.04,378.62,2898.73,21.63,58.98,27.08,62.27,47.08,77.53,36.56,-1.65,-8.77,70,53,1031.5,1027.2,64.0,0.0,0,0,0,0,64,0,32.34,11.21,33.59,17.71,55.94,36.5,42.84,32.04,-6.393701996030816,-16.597797384116596
2012,2,12,0,0,-5.71,74.33,1029.55,0.0,0.0,0.0,0.0,3.75,0.0,0.0,3.75,566.96,3166.62,10.0,138.57,10.75,103.16,32.01,80.84,13.71,-0.6,-10.56,89,57,1031.3,1027.6,52.0,0.0,0,0,0,0,52,0,18.6,3.62,18.36,1.48,49.34,18.43,24.84,5.04,-2.185094849511602,-17.411214210975462
2012,2,13,0,0,-3.42,72.04,1025.3,2.7,0.4,1.89,0.28,66.18,5.92,55.79,58.0,91.28,2907.63,9.79,243.74,11.45,246.47,17.61,192.06,13.99,1.17,-9.14,91,52,1029.7,1018.7,100.0,0.0,25,0,100,0,100,0,26.16,2.28,33.66,1.14,40.85,8.76,36.72,2.52,-0.1336492048083118,-17.16883350077379
2012,2,14,0,0,0.87,80.54,1018.92,3.1,1.5,2.17,1.05,66.0,5.96,10.62,65.42,290.33,2897.84,13.22,232.62,16.25,236.23,22.19,285.47,18.18,4.32,-3.85,94,64,1020.2,1015.9,100.0,8.0,25,0,100,0,100,0,25.28,2.6,34.78,2.31,37.87,11.53,39.24,2.16,3.440385081703286,-9.647488605981238
2012,2,15,0,0,2.67,88.58,1017.45,11.4,12.1,4.2,8.47,97.12,18.17,64.92,92.92,0.0,843.72,35.09,280.79,42.83,284.67,54.49,312.09,47.62,5.08,0.68,97,76,1021.3,1014.9,100.0,69.0,100,0,100,0,100,21,53.16,6.92,62.48,10.2,71.39,24.2,72.0,9.0,4.6434679260112075,-3.0591186786606266
2012,2,16,0,0,3.06,82.58,1025.48,0.5,2.8,0.35,1.82,54.23,0.83,0.0,54.04,228.77,1861.88,8.85,270.45,10.19,283.55,17.1,269.64,10.09,5.4,0.74,100,67,1028.7,1021.9,100.0,0.0,15,0,0,0,100,0,16.39,2.28,20.59,3.1,39.38,2.19,18.72,1.8,5.4,-4.680055518296348
2012,2,17,0,0,3.14,78.58,1027.0,0.0,0.0,0.0,0.0,25.91,21.83,22.75,3.33,579.64,3276.09,8.16,219.39,9.71,242.33,10.99,296.76,10.8,6.9,0.19,89,71,1028.7,1025.4,100.0,0.0,100,0,100,0,19,0,16.98,2.31,18.09,1.44,19.6,5.15,20.88,4.32,5.21339563203379,-4.4393423961893985
2012,2,18,0,0,5.09,75.75,1020.74,0.0,0.0,0.0,0.0,36.18,14.71,22.29,25.62,547.07,3294.78,6.84,202.09,9.16,214.64,17.47,258.54,10.51,9.79,1.08,83,66,1025.6,1015.6,100.0,0.9,25,3,100,0,100,0,11.61,1.84,22.16,2.74,53.05,4.02,37.08,1.08,7.040844879376649,-4.554628028768313
2012,2,19,0,0,4.61,73.83,1020.6,4.0,3.2,0.0,0.07,69.25,16.92,50.38,67.21,320.81,1986.48,16.18,296.53,21.83,298.17,37.23,266.18,30.4,6.77,0.72,94,53,1028.5,1014.0,100.0,0.0,100,0,100,0,100,0,27.72,5.4,33.84,8.4,67.24,14.29,50.4,9.0,5.872519048160995,-7.758214149388108
2012,2,20,0,0,0.94,78.92,1031.79,0.0,0.1,0.0,0.07,38.92,0.0,0.0,38.92,431.51,3462.1,10.46,161.57,14.7,152.81,24.74,76.88,13.59,5.5,-2.67,100,45,1034.1,1029.5,100.0,0.0,0,0,0,0,100,0,23.87,1.3,24.2,0.8,39.08,9.83,27.72,0.72,5.499999999999998,-12.944621551019022
2012,2,21,0,0,0.46,76.25,1032.96,0.0,0.0,0.0,0.0,10.64,0.38,1.38,9.17,637.5,3650.78,4.2,240.41,5.22,223.1,13.69,80.56,5.31,4.57,-3.46,100,64,1034.4,1031.7,100.0,0.0,4,0,33,0,100,0,6.95,1.14,10.81,0.36,28.91,8.12,11.16,1.8,4.57,-9.27660159740482
2012,2,22,0,0,2.94,72.04,1030.58,0.0,0.0,0.0,0.0,0.74,2.46,0.0,0.0,642.19,3624.08,4.12,168.0,4.54,164.76,20.97,106.01,5.08,6.77,-1.61,80,56,1033.8,1027.2,6.0,0.0,20,0,0,0,0,0,7.09,1.3,7.77,1.3,37.69,2.41,8.28,2.16,3.5640564383231528,-9.228254730673953
2012,2,23,0,0,5.35,66.17,1028.62,0.0,0.0,0.0,0.0,92.92,73.38,71.92,75.0,0.0,1297.62,6.16,231.46,10.62,250.99,28.3,270.87,10.86,8.11,2.36,81,41,1030.4,1026.4,100.0,0.0,100,0,100,0,100,0,11.9,2.1,17.29,1.14,39.96,12.02,27.36,2.88,5.047225386724429,-9.535699205368232
2012,2,24,0,0,8.03,81.67,1029.4,0.0,0.0,0.0,0.0,26.02,0.08,8.54,17.46,498.42,3602.72,7.67,231.99,10.82,236.05,12.04,284.69,14.83,12.88,4.16,91,75,1030.9,1027.6,100.0,0.0,2,0,69,0,100,0,13.8,1.8,21.96,0.72,15.14,8.4,33.84,1.44,11.44578533916791,0.1291625218731766
2012,2,25,0,0,8.44,91.54,1024.83,0.7,0.6,0.0,0.0,100.0,5.96,2.46,100.0,0.0,1918.84,7.15,291.24,11.09,296.67,14.88,319.91,9.68,10.66,7.33,97,82,1028.8,1022.0,100.0,100.0,23,0,42,0,100,100,11.61,1.8,18.49,3.24,21.48,7.75,22.68,2.88,10.203189897773076,4.46165668827541
2012,2,26,0,0,5.77,78.42,1025.0,0.1,0.5,0.0,0.0,33.41,2.42,0.62,32.29,548.98,3745.12,12.33,307.74,16.47,277.31,21.01,180.2,18.43,8.23,2.25,94,63,1027.6,1022.1,100.0,0.0,15,0,15,0,100,0,20.55,2.6,28.27,3.98,34.39,7.75,37.8,3.96,7.3217872533579,-4.0595364697360985
2012,2,27,0,0,4.8,76.96,1027.52,0.0,0.0,0.0,0.0,51.6,13.46,10.21,43.12,274.79,3584.03,3.6,282.4,3.99,297.16,10.78,197.83,4.38,8.48,1.25,96,57,1030.0,1025.8,100.0,1.2,87,0,75,0,100,0,7.21,1.08,7.73,0.72,17.64,1.61,10.08,1.08,7.878838357660514,-6.320312390032775
2012,2,28,0,0,6.98,71.75,1026.26,0.0,0.0,0.0,0.0,8.65,11.42,5.62,0.0,552.09,3879.51,3.96,231.47,4.22,226.15,6.94,249.97,4.65,11.25,3.02,88,58,1027.3,1025.1,71.0,0.0,20,0,71,0,0,0,7.42,0.8,9.36,0.0,15.5,1.14,11.16,1.44,9.33500254536692,-4.4307841206049865
2012,2,29,0,0,8.2,86.5,1024.78,0.0,0.0,0.0,0.0,8.35,8.71,5.5,1.5,600.8,3938.25,4.43,244.04,6.58,247.55,22.71,88.85,5.13,13.84,3.42,98,75,1026.5,1022.5,54.0,0.0,43,0,54,0,33,0,6.62,0.72,12.96,2.62,33.97,11.25,7.56,0.72,13.529014773593998,-0.5864138333576898
2012,3,1,0,0,10.02,85.79,1023.85,0.0,0.0,0.0,0.0,13.08,3.33,0.0,12.58,582.97,3948.93,5.08,155.65,6.83,150.18,24.74,171.25,7.05,14.84,4.79,99,72,1025.3,1023.0,100.0,0.0,15,0,0,0,100,0,11.73,1.44,12.77,1.48,40.32,6.57,15.48,2.88,14.683963628831096,0.1743222311315364
2012,3,2,0,0,11.62,81.29,1024.05,0.0,0.0,0.0,0.0,1.15,3.83,0.0,0.0,670.41,3998.77,4.36,189.77,5.19,166.8,19.16,240.35,4.5,16.15,7.24,93,69,1026.1,1021.8,4.5,0.0,15,0,0,0,0,0,7.57,1.08,13.32,0.8,35.14,8.12,7.56,1.8,15.015970221350303,1.934684998267926
2012,3,3,0,0,11.43,71.25,1023.01,0.0,0.0,0.0,0.0,31.37,3.33,7.42,26.58,648.48,4090.44,7.81,224.79,10.52,245.31,22.95,279.22,10.88,15.46,6.71,97,56,1025.1,1021.8,100.0,0.0,25,0,54,0,100,0,17.41,0.8,21.25,0.0,34.39,5.8,21.96,1.08,14.98537879967519,-1.4453886731411365
2012,3,4,0,0,9.53,78.12,1019.45,0.0,2.0,0.0,0.0,79.57,34.0,32.17,74.0,243.38,3281.43,5.96,133.73,6.98,180.51,9.08,224.84,6.94,13.77,4.78,96,62,1025.3,1012.9,100.0,1.2,100,0,100,0,100,0,9.69,1.44,13.2,1.08,26.55,0.72,12.24,2.52,13.142757751899737,-1.878450403431555
2012,3,5,0,0,4.79,69.29,1021.68,2.3,4.3,0.0,0.0,88.88,9.12,88.79,31.58,45.85,3138.14,21.97,251.98,28.4,261.14,44.12,270.43,34.48,9.16,2.54,81,50,1024.2,1012.4,100.0,17.0,100,0,100,17,100,0,36.75,0.36,45.07,3.4,71.51,14.12,57.6,1.8,6.071168054613511,-6.824859934916638
2012,3,6,0,0,4.43,70.96,1024.15,0.0,0.0,0.0,0.0,42.58,9.75,15.42,30.67,355.53,3840.35,6.94,104.97,10.27,111.14,15.85,136.24,9.79,8.97,0.39,87,53,1027.0,1022.8,100.0,0.0,100,0,100,0,100,0,11.59,2.74,20.77,2.88,29.3,3.24,20.52,2.16,6.923084363569961,-8.065176950088983
2012,3,7,0,0,5.62,70.38,1024.5,0.0,0.1,0.0,0.0,50.91,32.38,50.17,16.92,309.05,4321.84,8.42,219.84,11.8,215.7,26.73,194.96,16.65,10.8,1.11,86,57,1028.1,1020.5,100.0,0.0,100,0,100,0,100,0,25.56,0.0,33.13,1.48,71.01,1.44,49.32,0.72,8.551843834517456,-6.451584506780182
2012,3,8,0,0,4.8,73.88,1028.42,4.6,4.3,0.0,0.0,64.58,0.79,13.25,64.58,388.09,2795.49,16.65,269.97,21.24,255.64,33.74,232.4,24.72,6.55,3.12,89,62,1035.7,1021.0,100.0,10.0,18,0,100,0,100,10,29.22,3.32,36.76,7.15,75.86,19.8,55.44,1.08,4.868202335091252,-3.4488308123468734
2012,3,9,0,0,4.38,72.04,1036.9,0.0,0.0,0.0,0.0,31.68,3.38,0.08,30.67,309.72,4269.33,4.74,131.95,5.99,131.26,19.96,76.95,6.27,9.95,0.06,95,35,1039.1,1035.1,100.0,0.0,20,0,2,0,100,0,11.77,1.14,12.9,0.0,30.27,12.96,18.0,1.44,9.186078275616158,-13.567396230289619
2012,3,10,0,0,5.71,66.08,1035.77,0.0,0.0,0.0,0.0,8.06,8.29,6.96,0.0,628.08,4572.82,6.2,171.84,9.62,165.23,13.23,57.02,7.29,11.07,1.7,77,48,1038.3,1033.4,53.0,0.0,26,0,53,0,0,0,13.1,1.8,26.81,3.22,19.47,6.15,26.28,0.72,7.191427086981017,-8.126026960370762
2012,3,11,0,0,7.26,79.42,1033.03,0.0,0.0,0.0,0.0,100.0,15.5,5.54,100.0,0.0,2252.59,6.46,174.12,8.07,159.62,17.86,67.19,8.18,10.22,3.71,85,72,1035.4,1031.7,100.0,100.0,52,0,59,0,100,100,18.49,1.14,22.86,0.72,28.66,10.81,23.76,1.08,7.8104341216372095,-0.8650426426698771
2012,3,12,0,0,7.6,82.67,1031.94,0.0,0.0,0.0,0.0,60.85,11.38,0.04,59.62,384.93,4547.9,5.41,190.27,7.71,202.9,17.66,64.92,6.45,12.95,2.03,96,67,1033.6,1029.9,100.0,0.0,32,0,1,0,100,0,10.85,1.94,15.5,0.72,28.95,6.64,17.28,1.08,12.326836670038888,-3.448187255189873
2012,3,13,0,0,8.03,84.75,1030.74,0.0,0.0,0.0,0.0,39.85,3.75,0.0,39.54,444.91,4262.21,5.32,275.78,8.08,281.52,17.99,85.47,6.84,14.18,3.46,97,69,1032.5,1028.8,100.0,0.0,12,0,0,0,100,0,10.59,0.0,20.63,1.08,31.39,5.9,20.16,1.08,13.710161668757271,-1.6845511520788574
