year,month,day,hour,minute,temp_mean,humidity_mean,pressure,precipitation_hr,precipitation_lr,snowfall_hr,snowfall_lr,total_cloudcover_mean,high_cloudcover_mean,medium_cloudcover_mean,low_cloudcover_mean,sunshine_duration,shortwave_radiation,windspeed_mean,winddirection_mean,windspeed_mean_80m,winddirection_mean_80m,windspeed_mean_900m,winddirection_mean_900m,windgust_mean,temp_max,temp_min,humidity_max,humidity_min,pressure_max,pressure_min,total_cloudcover_max,total_cloudcover_min,high_cloudcover_max,high_cloudcover_min,medium_cloudcover_max,medium_cloudcover_min,low_cloudcover_max,low_cloudcover_min,wind_speed_max_10m,wind_speed_min_10m,wind_speed_max_80m,wind_speed_min_80m,wind_speed_max_900m,wind_speed_min_900m,wind_gust_max,wind_gust_min,dew_point_max,dew_point_min
2015,1,1,0,0,0.44,78.88,1036.37,0.0,0.0,0.0,0.0,1.42,0.0,1.08,0.33,569.67,1737.28,6.07,192.54,7.54,190.74,20.72,111.59,9.61,4.28,-2.0,87,68,1037.7,1035.1,21.0,0.0,0,0,21,0,3,0,12.9,1.44,14.34,0.36,33.84,2.16,23.04,1.08,2.3098706213642357,-7.105856218423504
2015,1,2,0,0,2.82,79.38,1035.63,4.2,5.4,0.0,0.0,52.94,35.46,37.71,43.92,64.67,880.21,8.34,198.3,12.42,219.69,34.17,279.79,19.73,6.79,-0.52,92,64,1038.3,1034.3,100.0,0.0,100,0,100,0,100,0,15.39,3.4,23.51,4.02,61.2,8.23,34.2,5.76,5.581923194850777,-6.481670837490027
2015,1,3,0,0,5.59,89.25,1028.2,4.8,10.1,0.0,0.0,77.67,29.58,28.67,77.67,37.02,799.22,21.87,209.14,26.77,216.36,66.69,270.36,36.96,10.51,0.31,97,82,1037.9,1019.8,100.0,0.0,100,0,100,0,100,0,49.29,2.74,62.27,1.48,122.09,11.61,77.04,5.76,10.053741016174897,-2.397252073528255
2015,1,4,0,0,3.5,78.83,1035.47,1.1,3.0,0.0,0.0,41.75,0.0,0.0,41.75,355.91,1288.72,8.77,268.84,10.96,258.58,20.81,171.41,12.25,9.91,1.82,91,65,1040.2,1024.1,100.0,0.0,0,0,0,0,100,0,34.97,2.9,44.72,1.44,80.88,2.31,50.04,2.16,8.509486913881451,-4.052390546132004
2015,1,5,0,0,1.45,84.25,1035.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.86,1854.76,7.59,104.12,13.25,115.31,6.65,270.47,5.39,6.12,-0.94,96,67,1040.2,1031.9,0.0,0.0,0,0,0,0,0,0,9.75,5.69,21.41,6.15,13.05,1.3,10.44,1.44,5.530295355509469,-6.284803383452102
2015,1,6,0,0,3.49,68.79,1028.7,0.0,0.0,0.0,0.0,23.82,41.25,21.21,0.0,397.05,1931.3,5.86,141.87,9.52,168.15,14.38,257.15,8.17,6.66,0.32,82,50,1032.3,1025.4,100.0,0.0,100,0,100,0,0,0,10.19,1.48,18.95,0.8,34.56,5.6,32.4,0.36,3.8072300901840275,-8.875895296992017
2015,1,7,0,0,4.91,80.12,1032.34,0.1,0.0,0.0,0.0,69.88,13.08,5.58,67.21,0.0,1360.81,5.53,221.96,9.49,250.77,29.92,272.06,14.49,7.92,2.77,88,68,1033.8,1030.9,100.0,0.0,100,0,87,0,100,0,11.37,1.44,20.88,1.8,36.22,23.83,27.36,7.2,6.055698786384451,-2.5422789359415296
2015,1,8,0,0,7.23,75.5,1033.4,0.4,2.5,0.0,0.0,58.63,20.79,22.58,54.12,238.18,1627.81,19.23,231.24,28.11,244.86,59.27,266.63,31.83,10.52,2.14,88,62,1036.2,1031.3,100.0,0.3,100,0,100,0,100,0,33.85,7.64,44.01,15.99,86.51,36.46,53.28,17.64,8.616173890443473,-4.376200115076087
2015,1,9,0,0,9.25,75.08,1033.06,0.6,2.8,0.0,0.0,83.12,72.75,78.38,60.58,34.47,956.75,26.63,250.51,35.68,251.21,79.01,269.61,43.42,12.47,6.42,90,47,1038.8,1025.3,100.0,8.1,100,16,100,0,100,0,43.53,12.52,55.83,19.93,110.33,44.29,66.24,25.92,10.874039201536618,-4.069300956763245
2015,1,10,0,0,13.19,77.71,1022.51,0.3,4.0,0.0,0.0,82.12,25.54,56.62,46.0,176.17,1829.84,36.66,263.24,47.0,262.89,93.55,276.6,55.43,15.37,9.28,86,68,1026.9,1017.8,100.0,0.0,100,0,100,0,100,0,44.13,22.26,54.59,28.67,110.4,45.76,64.8,28.8,13.038782633754355,3.679549243882456
2015,1,11,0,0,4.98,75.75,1026.53,7.5,8.3,0.0,0.0,72.67,18.04,59.25,53.08,220.28,1506.77,28.17,270.85,35.93,271.74,59.29,286.37,40.95,7.9,3.65,83,69,1030.7,1022.5,100.0,0.0,100,0,100,0,100,0,36.83,15.91,48.04,18.63,76.94,36.23,49.32,30.24,5.192443664925744,-1.502574104621472
2015,1,12,0,0,6.39,47.08,1026.67,0.0,0.0,0.0,0.0,79.96,58.0,78.88,0.17,0.0,1319.87,16.32,232.69,22.31,245.48,72.0,259.83,36.6,12.15,2.69,77,29,1030.8,1023.5,100.0,0.6,100,2,100,0,2,0,30.3,3.88,39.29,0.0,86.14,61.96,46.44,28.44,8.237942219383777,-13.556940616639857
2015,1,13,0,0,8.37,48.46,1017.9,0.0,0.0,0.0,0.0,23.68,9.42,22.75,9.21,526.97,1984.7,15.49,185.52,21.28,201.16,75.05,249.73,38.29,12.25,3.54,72,33,1024.4,1014.5,100.0,0.0,100,0,100,0,100,0,27.0,5.41,37.89,7.93,89.59,53.01,47.52,27.36,7.348828975974168,-11.215073074643842
2015,1,14,0,0,7.57,72.83,1018.27,1.5,2.4,0.0,0.0,58.97,25.04,38.46,38.79,182.95,1533.47,21.9,245.67,29.86,250.56,63.81,259.14,39.09,9.95,4.26,88,59,1021.6,1015.5,100.0,0.0,100,0,100,0,100,0,35.75,7.93,45.2,13.25,77.36,47.94,56.52,23.04,8.054874174875913,-3.037471272037536
2015,1,15,0,0,8.74,59.88,1011.44,0.0,0.0,0.0,0.0,67.23,57.42,66.67,36.25,6.02,1358.14,15.03,195.31,22.25,210.53,64.76,243.42,33.96,13.2,5.21,78,48,1019.5,1007.2,100.0,0.0,100,0,100,0,100,0,22.18,7.65,30.06,9.83,87.59,42.04,42.48,20.52,9.447088263494873,-4.900186726547441
2015,1,16,0,0,8.12,71.58,1006.66,10.3,13.0,0.0,0.0,92.21,60.75,92.21,90.0,0.0,790.32,12.63,197.18,18.09,213.38,48.19,244.0,28.57,12.61,5.32,96,44,1009.2,1004.4,100.0,0.0,100,0,100,0,100,0,20.63,6.19,28.16,9.03,76.54,19.44,42.12,6.84,11.988524036185192,-5.9431730359443975
2015,1,17,0,0,3.56,85.08,1015.38,6.6,7.2,0.0,0.0,67.75,12.04,67.75,62.92,7.72,1026.17,11.97,246.31,16.68,255.59,29.07,283.94,18.69,5.75,-0.75,93,77,1020.7,1009.1,100.0,0.0,92,0,100,0,100,0,23.34,2.74,28.58,3.24,41.5,16.36,26.64,8.28,4.70679616738694,-4.271366374593099
2015,1,18,0,0,1.37,78.21,1016.97,0.0,0.0,0.0,0.0,50.42,6.5,50.42,0.0,46.6,2120.87,11.07,126.71,15.78,132.44,13.4,211.6,10.93,5.65,-1.12,94,58,1021.4,1013.5,100.0,0.0,37,0,100,0,0,0,15.07,5.86,26.99,6.48,21.05,4.8,15.48,6.48,4.760708583889541,-8.320537785246604
2015,1,19,0,0,2.69,81.38,1011.26,2.2,4.9,0.21,1.19,92.21,26.58,86.58,87.79,0.0,1207.73,9.17,169.44,12.74,167.67,17.09,224.28,11.67,5.55,-0.77,90,69,1013.7,1009.6,100.0,33.0,100,0,100,31,100,0,15.38,0.72,25.5,0.8,25.01,7.17,24.48,2.52,4.040844104023785,-5.7375195128043375
2015,1,20,0,0,2.23,86.67,1011.57,2.6,2.6,1.82,1.75,97.67,1.0,88.0,97.58,5.16,1615.35,10.82,291.71,12.65,292.36,7.98,282.32,10.85,3.88,1.08,93,72,1012.2,1010.6,100.0,67.0,24,0,100,47,100,65,17.19,1.44,21.97,1.48,23.69,0.72,19.8,2.88,2.8527270204261344,-3.396825892165811
2015,1,21,0,0,2.29,83.5,1008.9,0.0,0.1,0.0,0.0,53.46,1.25,44.33,34.08,411.91,2241.91,10.14,177.49,13.49,186.01,14.52,122.19,12.82,5.94,0.4,95,62,1011.5,1007.3,100.0,0.0,23,0,100,0,100,0,27.66,0.72,31.26,2.88,24.16,6.12,26.28,4.68,5.200580209428568,-6.023261211386633
2015,1,22,0,0,0.96,87.38,1012.99,0.0,0.0,0.0,0.0,63.29,0.0,47.04,61.83,256.44,1836.07,7.89,320.41,10.4,327.74,9.09,214.82,9.91,4.47,-1.36,95,67,1018.5,1008.0,100.0,0.0,0,0,100,0,100,0,10.74,2.6,18.79,2.9,24.48,1.48,19.08,1.44,3.739462482301413,-6.6860706835896275
2015,1,23,0,0,2.07,86.46,1021.75,0.0,0.0,0.0,0.0,98.38,0.0,0.0,98.38,0.0,892.67,9.13,174.29,11.76,190.11,11.69,67.96,12.14,3.85,0.02,96,71,1024.8,1018.7,100.0,64.0,0,0,0,0,100,64,16.22,3.6,20.19,4.2,17.83,3.42,21.24,5.04,3.2712116813377428,-4.602792642572927
2015,1,24,0,0,0.89,86.33,1023.58,4.1,3.3,2.87,2.31,87.42,10.12,35.33,73.79,29.36,1488.97,15.92,273.2,18.26,276.73,26.2,161.47,19.19,3.31,-0.77,96,64,1026.9,1020.9,100.0,7.0,100,0,100,0,100,0,33.24,0.8,37.94,2.52,66.82,1.48,34.2,4.32,2.7337935364627617,-6.7192672630618215
2015,1,25,0,0,1.44,84.0,1029.5,0.2,0.2,0.14,0.07,76.56,11.21,37.25,63.17,171.45,2304.21,13.13,323.13,15.95,271.51,27.92,72.02,19.57,4.08,-0.95,96,67,1030.9,1027.2,100.0,2.4,92,0,100,0,100,0,18.5,1.94,24.01,2.88,44.69,17.58,32.4,6.84,3.500110253898939,-6.294356993294544
2015,1,26,0,0,2.8,85.5,1025.84,13.1,8.1,7.0,5.67,100.0,36.29,95.75,97.33,0.0,1059.99,13.99,254.98,17.4,257.34,28.25,284.28,19.69,4.05,1.35,92,71,1029.4,1021.1,100.0,100.0,100,0,100,0,100,36,27.77,4.38,35.36,8.16,64.44,5.41,40.32,7.92,2.8687838920682864,-3.3241561636964003
2015,1,27,0,0,3.28,82.25,1023.45,5.1,4.3,3.57,2.94,92.08,3.08,33.71,85.67,105.96,1488.08,16.06,290.17,20.11,293.72,31.84,334.23,21.57,5.15,1.94,91,64,1024.3,1022.2,100.0,39.0,74,0,100,0,100,10,25.76,10.14,32.24,12.98,49.49,15.31,32.76,16.2,3.8026691600264306,-4.144393288690079
2015,1,28,0,0,3.92,77.17,1016.62,0.8,2.5,0.28,1.75,87.22,35.96,55.75,71.0,118.48,1846.75,20.86,246.46,27.16,248.76,44.97,270.84,29.21,6.57,1.34,94,60,1024.1,1005.8,100.0,0.6,100,0,100,0,100,0,40.01,11.16,50.93,17.65,89.53,12.03,54.36,12.96,5.673984208130005,-5.564591330858032
2015,1,29,0,0,4.84,75.71,994.0,4.0,11.2,0.0,4.34,95.71,91.67,88.92,88.0,40.62,1882.35,32.11,246.2,40.67,246.92,64.35,256.05,44.34,7.34,1.55,93,62,1006.2,976.3,100.0,31.0,100,25,100,19,100,0,41.92,14.44,52.85,18.01,83.16,37.72,62.64,25.92,6.28315467746223,-4.934613589245797
2015,1,30,0,0,2.39,78.54,978.95,4.0,10.7,1.26,7.14,77.17,6.04,72.29,62.33,150.31,2108.41,32.36,260.08,40.28,260.69,58.14,267.79,43.0,5.11,-0.42,88,59,982.8,976.1,100.0,3.0,100,0,100,0,100,0,39.69,25.57,48.41,33.47,69.68,48.16,51.84,36.0,3.28795340159203,-7.442001701906171
2015,1,31,0,0,2.54,77.33,983.4,3.2,4.0,1.47,2.31,83.88,14.58,83.88,70.12,7.02,1259.35,21.17,251.38,27.08,252.2,43.97,260.62,30.54,5.23,0.53,92,65,987.3,980.6,100.0,0.0,81,0,100,0,100,0,35.03,13.2,41.74,14.33,65.0,19.97,50.4,20.16,4.037252986089086,-5.2800733656209085
2015,2,1,0,0,1.61,82.12,991.37,5.8,5.6,4.06,3.92,79.25,0.0,67.58,77.33,104.03,1258.46,33.45,264.29,40.42,265.48,53.12,277.56,41.49,3.62,0.43,91,65,996.6,986.1,100.0,0.0,0,0,100,0,100,0,46.61,17.61,55.89,25.32,68.77,33.65,51.84,30.6,2.2895460453295104,-5.375256119108154
2015,2,2,0,0,1.2,85.25,1002.68,5.0,4.8,3.5,3.36,94.79,0.5,56.5,94.79,19.59,1503.21,23.89,273.45,27.55,277.77,32.73,295.22,28.17,3.05,-0.27,95,71,1004.9,996.3,100.0,60.0,9,0,100,0,100,60,41.74,7.63,48.61,9.83,51.24,8.21,47.88,7.2,2.327991825365697,-4.881630025884757
2015,2,3,0,0,1.01,77.29,1002.37,0.0,0.0,0.0,0.0,65.62,54.21,65.46,44.21,239.77,2427.03,11.53,81.01,14.55,105.11,16.97,101.95,14.02,4.42,-1.59,93,58,1004.6,1000.4,100.0,1.0,100,2,100,1,100,0,19.93,2.9,26.54,1.08,43.21,1.8,24.12,4.32,3.3881392011367217,-8.762390089297055
2015,2,4,0,0,-0.12,71.33,1008.58,0.0,0.0,0.0,0.0,16.51,6.0,11.83,10.0,553.36,2710.94,13.19,72.82,17.66,52.4,40.22,75.03,21.73,2.52,-1.82,83,59,1013.1,1004.5,100.0,0.0,30,0,85,0,100,0,25.62,3.26,29.6,1.61,50.81,25.67,30.24,12.6,-0.07086028197084258,-8.760595584126138
2015,2,5,0,0,-0.01,65.67,1012.23,0.0,0.5,0.0,0.35,79.71,4.67,40.42,75.83,21.06,1929.52,23.22,48.25,28.96,51.37,51.01,71.04,31.09,1.69,-1.91,72,56,1014.5,1010.5,100.0,0.0,30,0,100,0,100,0,35.01,13.39,41.09,16.8,64.83,34.6,39.24,20.88,-2.8095130697131325,-9.509217565937117
2015,2,6,0,0,-0.14,64.33,1016.31,0.0,0.0,0.0,0.0,1.92,0.12,1.92,1.08,588.06,2834.65,22.35,55.63,25.96,58.05,66.56,80.93,40.74,2.17,-1.73,72,57,1020.7,1014.0,30.0,0.0,3,0,30,0,23,0,35.97,10.59,39.86,11.25,86.87,47.71,51.48,26.64,-2.3474048248174344,-9.1155857294115
2015,2,7,0,0,-1.03,62.79,1026.49,0.0,0.0,0.0,0.0,8.44,8.67,8.12,0.0,468.84,2948.57,13.12,91.11,16.06,67.12,53.77,78.84,29.0,2.59,-3.69,78,47,1031.4,1022.1,100.0,0.0,100,0,100,0,0,0,29.27,0.36,32.2,2.1,84.6,9.89,49.68,2.16,-0.8543970985507261,-13.345664338234766
2015,2,8,0,0,-0.14,77.54,1031.36,0.1,0.1,0.0,0.07,24.32,1.5,0.0,24.08,317.13,2703.82,13.66,143.79,17.17,154.9,33.65,37.95,20.09,3.32,-2.74,89,61,1034.4,1028.5,100.0,0.0,13,0,0,0,100,0,39.52,1.48,42.72,1.53,45.54,6.41,42.12,2.88,1.682239805738292,-9.204172254292253
2015,2,9,0,0,2.04,74.04,1033.54,0.0,0.0,0.0,0.0,62.67,0.5,0.0,62.67,313.71,2770.57,10.01,244.62,12.77,225.39,13.52,232.22,14.24,5.63,-1.33,88,52,1035.7,1031.3,100.0,0.0,12,0,0,0,100,0,19.96,2.31,19.92,5.01,30.55,6.88,21.24,5.4,3.8001702896896252,-9.90661115363692
2015,2,10,0,0,2.22,83.29,1030.75,0.0,0.0,0.0,0.0,6.21,0.0,0.0,6.21,543.09,2961.92,9.27,109.47,13.32,104.04,25.55,82.54,17.03,6.45,-1.81,96,67,1033.4,1028.7,100.0,0.0,0,0,0,0,100,0,20.32,0.36,23.14,4.39,36.42,14.56,27.0,4.68,5.858699930559565,-7.116035600799632
2015,2,11,0,0,3.37,79.79,1026.1,0.0,0.0,0.0,0.0,14.08,0.0,0.0,14.08,606.18,3058.93,13.09,111.09,20.89,115.05,15.97,195.36,13.03,9.16,-0.51,96,65,1029.1,1023.5,100.0,0.0,0,0,0,0,100,0,21.47,7.42,29.41,11.87,36.73,0.8,20.88,5.04,8.555516783074184,-6.270069271503939
2015,2,12,0,0,5.17,72.75,1022.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.73,3122.12,6.72,106.58,11.38,112.09,10.77,259.79,4.72,11.13,-0.2,90,53,1024.3,1020.7,0.0,0.0,0,0,0,0,0,0,9.0,4.1,19.88,5.32,19.81,5.32,9.0,2.16,9.551036531644291,-8.614064546652356
2015,2,13,0,0,7.03,60.58,1018.97,0.0,0.0,0.0,0.0,76.55,31.42,76.08,30.25,19.68,2986.84,7.85,123.79,12.22,137.05,23.75,231.31,11.93,11.99,3.62,82,47,1022.9,1014.4,100.0,0.0,100,0,100,0,100,0,12.59,2.55,20.63,3.1,54.39,7.42,24.84,2.52,9.012181426867187,-6.6351152026506375
2015,2,14,0,0,7.88,71.33,1010.15,1.0,0.1,0.0,0.0,98.54,1.54,90.83,85.46,14.68,1855.65,10.07,175.15,14.72,181.12,33.82,203.78,21.22,10.29,6.02,81,64,1014.0,1007.7,100.0,78.0,20,0,100,43,100,2,17.91,4.07,26.8,3.6,71.18,5.59,36.0,7.2,7.173003646279402,-0.2706178387518778
2015,2,15,0,0,6.7,79.46,1010.15,0.5,0.0,0.0,0.0,88.92,0.96,83.46,47.75,10.85,2667.33,6.26,176.93,8.65,185.2,12.92,121.89,9.71,10.13,3.15,93,58,1015.5,1007.4,100.0,27.0,14,0,100,0,100,0,11.17,3.1,15.5,3.67,25.62,4.55,18.0,3.24,9.049004491472624,-4.308709157289366
2015,2,16,0,0,4.61,84.0,1018.77,0.0,0.0,0.0,0.0,72.96,1.0,23.38,50.0,242.36,2952.13,4.74,209.98,5.9,217.5,12.39,113.09,7.05,8.85,2.07,91,65,1021.8,1016.0,100.0,2.0,10,0,100,0,100,0,8.43,1.44,12.77,1.53,26.73,4.74,12.96,3.24,7.4614186100628475,-3.8145050230870794
2015,2,17,0,0,3.5,85.21,1030.76,0.0,0.0,0.0,0.0,52.92,1.79,23.42,38.25,356.64,2799.94,6.78,270.66,9.06,263.61,9.41,106.04,9.28,7.58,1.34,96,61,1038.8,1023.3,100.0,0.0,40,0,100,0,100,0,16.39,0.0,25.1,1.53,16.56,2.28,24.12,1.8,6.9832205226964446,-5.347422880902796
2015,2,18,0,0,2.53,83.75,1037.89,0.0,0.0,0.0,0.0,51.96,0.0,0.0,51.96,417.56,3301.9,4.03,204.86,4.41,211.06,22.88,88.62,9.9,6.59,-0.33,95,69,1039.7,1036.1,100.0,0.0,0,0,0,0,100,0,8.35,0.36,14.69,0.72,31.53,11.38,18.36,2.16,5.846635612687373,-5.315792765115862
2015,2,19,0,0,3.27,76.54,1031.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.28,3471.89,6.11,129.21,10.21,146.64,28.1,247.3,11.11,7.7,-0.46,94,58,1037.6,1026.8,0.0,0.0,0,0,0,0,0,0,10.88,0.36,24.72,1.02,49.24,8.09,20.88,3.24,6.795690389097447,-7.700154530175282
2015,2,20,0,0,6.25,59.42,1017.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.57,3511.94,11.5,158.6,16.13,161.01,44.83,243.63,22.79,13.1,2.72,81,37,1026.7,1007.8,0.0,0.0,0,0,0,0,0,0,20.07,3.6,31.36,2.1,78.2,18.44,39.24,1.44,9.912419414101656,-10.508557476833127
2015,2,21,0,0,4.43,75.42,1003.1,6.9,5.7,0.0,1.47,95.83,39.71,95.83,95.04,0.0,1003.92,16.91,230.02,22.97,244.3,47.41,265.07,30.38,5.83,3.33,89,55,1007.3,1001.0,100.0,0.0,100,0,100,0,100,0,30.96,3.4,43.31,4.33,101.31,10.16,55.44,10.08,4.158068989728763,-4.843273160926374
2015,2,22,0,0,4.36,77.46,1008.97,0.1,0.0,0.0,0.0,48.04,10.04,29.92,48.04,330.54,2315.78,5.6,162.96,8.04,191.88,10.86,110.78,8.72,7.01,2.47,93,60,1011.5,1004.8,100.0,0.0,100,0,100,0,100,0,10.31,2.55,16.2,2.88,19.91,6.12,14.4,4.32,5.95599318583862,-4.49907338801551
2015,2,23,0,0,5.13,80.25,1003.68,3.0,2.8,0.0,0.63,76.81,35.12,70.67,53.71,62.4,1480.07,13.98,211.43,19.44,224.02,43.85,247.66,25.18,10.87,0.77,93,71,1009.4,999.0,100.0,0.0,100,0,100,0,100,0,26.22,4.35,35.28,5.77,59.64,14.08,38.16,9.72,9.782553489263899,-3.881722825920132
2015,2,24,0,0,5.19,75.62,1009.91,0.3,0.4,0.0,0.0,85.38,17.58,56.08,58.29,204.89,2882.71,15.54,265.16,20.64,266.69,34.93,280.14,23.49,7.53,3.81,84,58,1018.0,1003.7,100.0,0.0,99,0,100,0,100,0,20.88,10.85,24.74,16.39,51.14,21.43,27.72,17.64,5.002267255181592,-3.689006907766924
2015,2,25,0,0,4.73,70.04,1019.28,0.2,0.7,0.14,0.0,49.0,0.0,2.58,49.0,506.19,3738.89,9.1,220.64,11.93,223.95,13.51,285.11,11.31,8.2,2.06,89,48,1021.3,1017.8,100.0,0.0,0,0,47,0,100,0,15.28,1.02,20.67,2.9,32.36,4.69,19.08,2.52,6.495482527877961,-7.794992881769378
2015,2,26,0,0,5.9,68.67,1017.7,0.0,0.0,0.0,0.0,66.96,0.0,20.29,62.79,463.4,3649.0,7.44,125.72,10.05,143.06,10.21,200.3,8.23,10.13,2.22,87,47,1021.4,1012.4,100.0,0.0,0,0,100,0,100,0,13.28,1.48,16.85,3.24,21.2,2.28,14.4,2.52,8.063867912706176,-7.9189714114471705
2015,2,27,0,0,4.48,81.83,1014.91,17.5,13.0,0.0,3.15,96.67,33.75,88.17,96.67,0.0,1163.23,17.36,277.33,23.33,281.79,38.72,309.81,23.18,6.01,2.9,90,57,1022.9,1008.5,100.0,57.0,100,0,100,2,100,57,26.43,9.69,32.56,16.36,54.02,25.16,32.04,9.0,4.495148675527284,-4.7735438298675845
2015,2,28,0,0,3.41,76.62,1021.2,0.0,0.0,0.0,0.0,31.57,9.33,16.38,17.62,589.69,3540.42,5.01,179.63,7.35,207.02,11.92,201.04,10.74,7.22,0.68,88,61,1024.3,1016.7,100.0,0.0,100,0,100,0,70,0,12.41,0.51,21.24,0.36,24.49,2.55,22.32,1.08,5.366269804216928,-5.971059072192628
2015,3,1,0,0,8.32,70.83,1011.59,2.3,3.4,0.0,0.0,96.38,60.79,61.21,87.92,0.0,1063.55,17.85,223.29,25.2,231.87,60.78,255.27,33.28,11.6,2.94,79,56,1016.6,1007.9,100.0,34.0,100,0,100,0,100,0,29.74,6.21,38.86,11.54,83.73,32.4,47.52,15.48,8.081755749503293,-4.969808063728847
2015,3,2,0,0,7.6,74.33,1013.42,4.6,8.2,0.0,0.0,33.0,4.83,2.83,30.88,373.18,2467.97,32.65,272.58,42.43,273.14,72.11,276.6,48.75,11.27,3.13,88,59,1023.3,1006.7,100.0,0.0,62,0,35,0,100,0,42.28,15.75,55.63,26.28,101.33,50.56,62.28,28.8,9.354696024726849,-4.100487660615647
2015,3,3,0,0,5.93,67.71,1023.74,0.9,0.4,0.0,0.0,42.17,1.12,24.33,31.33,507.09,4124.26,15.71,246.41,21.95,254.63,40.15,267.33,26.19,10.64,0.39,88,42,1026.0,1021.6,100.0,0.0,18,0,100,0,100,0,26.63,4.8,32.14,4.33,63.41,26.0,38.52,14.04,8.734339732184825,-11.014793739289573
2015,3,4,0,0,4.47,71.92,1027.82,0.7,3.9,0.28,0.0,49.79,0.04,27.83,43.04,254.87,2211.65,14.13,297.29,20.09,301.28,33.05,300.1,21.51,6.98,2.55,88,48,1032.0,1025.1,100.0,0.0,1,0,100,0,100,0,20.06,8.21,24.83,15.23,54.56,23.23,28.08,16.2,5.1298872867448075,-7.344484371776329
2015,3,5,0,0,3.21,70.71,1035.2,0.0,0.0,0.0,0.0,25.25,0.0,0.71,24.54,516.49,4037.93,14.29,192.65,19.16,187.71,38.76,16.64,23.84,6.83,0.87,85,51,1037.6,1032.6,100.0,0.0,0,0,12,0,100,0,25.94,1.44,28.46,0.36,50.07,30.47,34.92,5.76,4.485567711107902,-8.113645144629375
2015,3,6,0,0,5.15,65.5,1036.98,0.0,0.0,0.0,0.0,8.46,0.0,0.04,8.42,523.69,4231.06,5.95,150.03,7.33,147.63,14.69,92.36,12.24,9.27,2.15,76,53,1038.7,1035.2,100.0,0.0,0,0,1,0,100,0,10.09,1.61,19.19,0.8,33.85,7.65,23.04,1.8,5.258815699547313,-6.428391110656478
2015,3,7,0,0,6.83,63.88,1032.94,0.0,0.0,0.0,0.0,21.91,27.38,21.33,0.0,405.85,4179.44,11.12,115.07,18.65,113.16,11.81,102.58,15.61,14.11,0.78,81,43,1037.3,1030.4,100.0,0.0,100,0,100,0,0,0,15.54,8.56,24.31,12.98,15.68,7.99,23.4,9.36,10.89685868198975,-10.365454378218232
2015,3,8,0,0,10.27,59.08,1026.21,0.0,0.0,0.0,0.0,31.06,77.29,15.83,0.0,498.17,4393.93,8.2,198.36,12.91,207.85,10.41,82.96,11.17,14.96,4.82,71,45,1030.1,1023.5,100.0,4.2,100,14,100,0,0,0,14.2,1.08,29.88,0.51,18.86,3.26,26.28,1.08,9.744265140170778,-6.104705327701033
2015,3,9,0,0,11.03,66.5,1025.0,0.0,0.0,0.0,0.0,50.33,50.96,46.96,0.0,352.09,4389.48,5.18,249.88,5.89,249.19,9.83,99.97,5.73,14.89,7.39,80,56,1026.4,1023.9,100.0,0.0,100,0,100,0,0,0,11.28,1.8,13.05,1.44,16.75,3.67,11.88,1.44,11.469040696661917,-0.8100705525717171
2015,3,10,0,0,10.36,75.79,1026.59,0.0,0.0,0.0,0.0,66.71,16.88,66.71,30.75,221.43,3891.97,7.19,279.81,10.34,282.66,8.53,271.97,9.27,14.36,6.61,91,54,1028.4,1025.0,100.0,0.0,100,0,100,0,100,0,14.51,0.51,23.02,0.51,22.69,3.71,22.32,2.16,12.908842567524042,-2.0318628911873717
2015,3,11,0,0,8.59,78.75,1028.13,0.0,0.1,0.0,0.0,74.71,9.92,10.71,74.71,21.57,2804.39,7.19,150.24,10.36,161.6,9.36,112.52,9.97,11.14,2.8,96,59,1030.0,1026.8,100.0,0.0,100,0,100,0,100,0,12.26,2.19,22.6,0.0,24.54,0.0,23.04,4.32,10.525793152454922,-4.410982580723133
2015,3,12,0,0,5.05,64.62,1026.84,0.0,0.0,0.0,0.0,7.08,0.0,0.17,6.92,600.7,4129.6,11.32,95.4,18.36,93.32,27.97,94.87,20.66,10.75,0.16,88,40,1030.8,1023.7,100.0,0.0,0,0,4,0,100,0,18.73,6.19,26.48,6.49,36.16,10.0,25.92,14.76,8.842657650640689,-11.831243008414965
2015,3,13,0,0,5.24,70.04,1020.2,0.0,0.0,0.0,0.0,5.07,3.12,2.33,2.71,705.21,4762.39,9.38,94.9,13.18,94.96,16.47,106.65,14.57,11.18,-0.11,89,50,1023.9,1017.5,32.0,0.0,45,0,32,0,18,0,19.21,2.16,27.33,3.08,36.5,2.74,27.36,4.68,9.43406562769657,-9.273338808182556
2015,3,14,0,0,4.47,75.75,1020.38,0.0,0.0,0.0,0.0,24.46,3.21,9.21,15.25,372.39,4567.48,6.85,273.17,9.56,254.23,19.86,118.15,11.59,10.74,-0.42,91,53,1022.1,1019.1,100.0,0.0,67,0,100,0,100,0,14.06,1.44,19.39,2.6,33.79,6.7,18.0,5.4,9.330108741049477,-8.81875922836043
